REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2018 ","PERCENT OF PERSONS
AGES 25-64
2018","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2018","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2018"
"New Hampshire, Congressional District 2 (113th - current)",Graduate Degree,"53,000",14.7,13.8,15.6
"New Jersey, Congressional District 1 (113th - current)",Not a high school graduate,"33,000",8.6,7.7,9.4
"New Jersey, Congressional District 1 (113th - current)",High school diploma or GED,"193,000",49.4,47.7,51.0
"New Jersey, Congressional District 1 (113th - current)",Associate's Degree,"33,000",8.4,7.6,9.2
"New Jersey, Congressional District 1 (113th - current)",Bachelor's Degree,"83,000",21.3,20.3,22.4
"New Jersey, Congressional District 1 (113th - current)",Graduate Degree,"48,000",12.3,11.5,13.2
"New Jersey, Congressional District 2 (113th - current)",Not a high school graduate,"39,000",10.7,9.7,11.7
"New Jersey, Congressional District 2 (113th - current)",High school diploma or GED,"188,000",51.6,49.9,53.3
"New Jersey, Congressional District 2 (113th - current)",Associate's Degree,"32,000",8.8,7.9,9.7
"New Jersey, Congressional District 2 (113th - current)",Bachelor's Degree,"69,000",18.8,17.9,19.8
"New Jersey, Congressional District 2 (113th - current)",Graduate Degree,"37,000",10.1,9.3,10.8
"New Jersey, Congressional District 3 (113th - current)",Not a high school graduate,"21,000",5.5,4.8,6.2
"New Jersey, Congressional District 3 (113th - current)",High school diploma or GED,"186,000",48.1,46.6,49.6
"New Jersey, Congressional District 3 (113th - current)",Associate's Degree,"34,000",8.8,8.1,9.5
"New Jersey, Congressional District 3 (113th - current)",Bachelor's Degree,"96,000",24.9,23.8,26.0
"New Jersey, Congressional District 3 (113th - current)",Graduate Degree,"49,000",12.6,11.9,13.3
"New Jersey, Congressional District 4 (113th - current)",Not a high school graduate,"21,000",5.8,5.0,6.6
"New Jersey, Congressional District 4 (113th - current)",High school diploma or GED,"140,000",38.5,37.0,40.0
"New Jersey, Congressional District 4 (113th - current)",Associate's Degree,"31,000",8.6,7.9,9.4
"New Jersey, Congressional District 4 (113th - current)",Bachelor's Degree,"112,000",30.9,29.6,32.2
"New Jersey, Congressional District 4 (113th - current)",Graduate Degree,"59,000",16.2,15.3,17.1
"New Jersey, Congressional District 5 (113th - current)",Not a high school graduate,"16,000",4.2,3.7,4.8
"New Jersey, Congressional District 5 (113th - current)",High school diploma or GED,"134,000",35.2,33.8,36.6
"New Jersey, Congressional District 5 (113th - current)",Associate's Degree,"30,000",8.0,7.2,8.7
"New Jersey, Congressional District 5 (113th - current)",Bachelor's Degree,"128,000",33.8,32.5,35.1
"New Jersey, Congressional District 5 (113th - current)",Graduate Degree,"71,000",18.8,17.8,19.8
"New Jersey, Congressional District 6 (113th - current)",Not a high school graduate,"37,000",9.5,8.6,10.3
"New Jersey, Congressional District 6 (113th - current)",High school diploma or GED,"160,000",40.8,39.4,42.2
"New Jersey, Congressional District 6 (113th - current)",Associate's Degree,"28,000",7.2,6.5,7.9
"New Jersey, Congressional District 6 (113th - current)",Bachelor's Degree,"103,000",26.4,25.2,27.5
"New Jersey, Congressional District 6 (113th - current)",Graduate Degree,"63,000",16.2,15.3,17.0
"New Jersey, Congressional District 7 (113th - current)",Not a high school graduate,"17,000",4.4,3.8,5.0
"New Jersey, Congressional District 7 (113th - current)",High school diploma or GED,"118,000",30.3,28.9,31.7
"New Jersey, Congressional District 7 (113th - current)",Associate's Degree,"22,000",5.7,5.1,6.3
"New Jersey, Congressional District 7 (113th - current)",Bachelor's Degree,"130,000",33.5,32.3,34.7
"New Jersey, Congressional District 7 (113th - current)",Graduate Degree,"101,000",26.1,25.0,27.2
"New Jersey, Congressional District 8 (113th - current)",Not a high school graduate,"72,000",16.1,14.9,17.2
"New Jersey, Congressional District 8 (113th - current)",High school diploma or GED,"179,000",39.8,38.3,41.4
"New Jersey, Congressional District 8 (113th - current)",Associate's Degree,"24,000",5.2,4.6,5.8
"New Jersey, Congressional District 8 (113th - current)",Bachelor's Degree,"107,000",23.8,22.7,24.9
"New Jersey, Congressional District 8 (113th - current)",Graduate Degree,"68,000",15.1,14.3,15.9
"New Jersey, Congressional District 9 (113th - current)",Not a high school graduate,"44,000",10.4,9.6,11.3
"New Jersey, Congressional District 9 (113th - current)",High school diploma or GED,"194,000",46.2,44.7,47.8
"New Jersey, Congressional District 9 (113th - current)",Associate's Degree,"24,000",5.8,5.2,6.5
"New Jersey, Congressional District 9 (113th - current)",Bachelor's Degree,"106,000",25.3,24.1,26.5
"New Jersey, Congressional District 9 (113th - current)",Graduate Degree,"52,000",12.3,11.4,13.1
"New Jersey, Congressional District 10 (113th - current)",Not a high school graduate,"42,000",10.1,9.1,11.0
"New Jersey, Congressional District 10 (113th - current)",High school diploma or GED,"203,000",48.9,47.3,50.4
"New Jersey, Congressional District 10 (113th - current)",Associate's Degree,"29,000",6.9,6.2,7.7
"New Jersey, Congressional District 10 (113th - current)",Bachelor's Degree,"92,000",22.1,21.0,23.3
"New Jersey, Congressional District 10 (113th - current)",Graduate Degree,"50,000",12.0,11.2,12.8
"New Jersey, Congressional District 11 (113th - current)",Not a high school graduate,"12,000",3.0,2.5,3.5
"New Jersey, Congressional District 11 (113th - current)",High school diploma or GED,"116,000",29.4,28.1,30.6
"New Jersey, Congressional District 11 (113th - current)",Associate's Degree,"24,000",6.2,5.5,6.8
"New Jersey, Congressional District 11 (113th - current)",Bachelor's Degree,"142,000",36.0,34.8,37.2
"New Jersey, Congressional District 11 (113th - current)",Graduate Degree,"100,000",25.5,24.4,26.5
"New Jersey, Congressional District 12 (113th - current)",Not a high school graduate,"36,000",8.8,7.8,9.8
"New Jersey, Congressional District 12 (113th - current)",High school diploma or GED,"139,000",34.3,32.7,35.8
"New Jersey, Congressional District 12 (113th - current)",Associate's Degree,"25,000",6.2,5.5,6.9
"New Jersey, Congressional District 12 (113th - current)",Bachelor's Degree,"117,000",28.6,27.4,29.9
"New Jersey, Congressional District 12 (113th - current)",Graduate Degree,"90,000",22.1,21.1,23.2
"New Mexico, Congressional District 1 (113th - current)",Not a high school graduate,"42,000",11.4,10.3,12.5
"New Mexico, Congressional District 1 (113th - current)",High school diploma or GED,"177,000",48.0,46.0,49.9
"New Mexico, Congressional District 1 (113th - current)",Associate's Degree,"30,000",8.0,7.2,8.8
"New Mexico, Congressional District 1 (113th - current)",Bachelor's Degree,"67,000",18.2,17.1,19.3
"New Mexico, Congressional District 1 (113th - current)",Graduate Degree,"53,000",14.4,13.5,15.4
"New Mexico, Congressional District 2 (113th - current)",Not a high school graduate,"59,000",17.7,16.5,19.0
"New Mexico, Congressional District 2 (113th - current)",High school diploma or GED,"179,000",53.9,52.0,55.8
"New Mexico, Congressional District 2 (113th - current)",Associate's Degree,"28,000",8.3,7.4,9.2
"New Mexico, Congressional District 2 (113th - current)",Bachelor's Degree,"42,000",12.8,11.8,13.8
"New Mexico, Congressional District 2 (113th - current)",Graduate Degree,"24,000",7.3,6.5,8.0
"New Mexico, Congressional District 3 (113th - current)",Not a high school graduate,"44,000",12.7,11.7,13.6
"New Mexico, Congressional District 3 (113th - current)",High school diploma or GED,"181,000",52.2,50.6,53.8
"New Mexico, Congressional District 3 (113th - current)",Associate's Degree,"34,000",9.9,9.1,10.7
"New Mexico, Congressional District 3 (113th - current)",Bachelor's Degree,"53,000",15.4,14.5,16.4
"New Mexico, Congressional District 3 (113th - current)",Graduate Degree,"34,000",9.8,9.1,10.6
"New York, Congressional District 1 (113th - current)",Not a high school graduate,"26,000",7.1,6.2,7.9
"New York, Congressional District 1 (113th - current)",High school diploma or GED,"160,000",42.9,41.2,44.5
"New York, Congressional District 1 (113th - current)",Associate's Degree,"42,000",11.3,10.3,12.3
"New York, Congressional District 1 (113th - current)",Bachelor's Degree,"83,000",22.4,21.2,23.6
"New York, Congressional District 1 (113th - current)",Graduate Degree,"61,000",16.4,15.4,17.4
"New York, Congressional District 2 (113th - current)",Not a high school graduate,"35,000",9.2,8.3,10.1
"New York, Congressional District 2 (113th - current)",High school diploma or GED,"177,000",46.0,44.5,47.5
"New York, Congressional District 2 (113th - current)",Associate's Degree,"40,000",10.3,9.5,11.2
"New York, Congressional District 2 (113th - current)",Bachelor's Degree,"75,000",19.5,18.5,20.5
"New York, Congressional District 2 (113th - current)",Graduate Degree,"58,000",15.0,14.1,15.9
"New York, Congressional District 3 (113th - current)",Not a high school graduate,"19,000",5.3,4.5,6.0
"New York, Congressional District 3 (113th - current)",High school diploma or GED,"93,000",25.7,24.4,27.0
"New York, Congressional District 3 (113th - current)",Associate's Degree,"29,000",8.1,7.3,8.9
"New York, Congressional District 3 (113th - current)",Bachelor's Degree,"120,000",33.2,32.0,34.4
"New York, Congressional District 3 (113th - current)",Graduate Degree,"100,000",27.8,26.7,28.9
"New York, Congressional District 4 (113th - current)",Not a high school graduate,"37,000",9.8,8.9,10.7
"New York, Congressional District 4 (113th - current)",High school diploma or GED,"136,000",36.0,34.5,37.4
"New York, Congressional District 4 (113th - current)",Associate's Degree,"34,000",8.9,8.0,9.7
"New York, Congressional District 4 (113th - current)",Bachelor's Degree,"97,000",25.7,24.5,26.8
"New York, Congressional District 4 (113th - current)",Graduate Degree,"75,000",19.7,18.6,20.8
"New York, Congressional District 5 (113th - current)",Not a high school graduate,"61,000",14.7,13.7,15.8
"New York, Congressional District 5 (113th - current)",High school diploma or GED,"195,000",46.9,45.5,48.4
"New York, Congressional District 5 (113th - current)",Associate's Degree,"35,000",8.5,7.8,9.2
"New York, Congressional District 5 (113th - current)",Bachelor's Degree,"83,000",20.1,19.1,21.1
"New York, Congressional District 5 (113th - current)",Graduate Degree,"40,000",9.8,9.1,10.4
"New York, Congressional District 6 (113th - current)",Not a high school graduate,"57,000",13.6,12.6,14.6
"New York, Congressional District 6 (113th - current)",High school diploma or GED,"151,000",36.2,34.9,37.6
"New York, Congressional District 6 (113th - current)",Associate's Degree,"39,000",9.5,8.6,10.3
"New York, Congressional District 6 (113th - current)",Bachelor's Degree,"108,000",26.0,24.9,27.2
"New York, Congressional District 6 (113th - current)",Graduate Degree,"61,000",14.7,13.8,15.5
"New York, Congressional District 7 (113th - current)",Not a high school graduate,"82,000",20.2,19.1,21.2
"New York, Congressional District 7 (113th - current)",High school diploma or GED,"136,000",33.5,32.2,34.9
"New York, Congressional District 7 (113th - current)",Associate's Degree,"19,000",4.8,4.2,5.3
"New York, Congressional District 7 (113th - current)",Bachelor's Degree,"105,000",25.7,24.6,26.7
"New York, Congressional District 7 (113th - current)",Graduate Degree,"65,000",15.8,14.9,16.8
"New York, Congressional District 8 (113th - current)",Not a high school graduate,"49,000",11.3,10.4,12.2
"New York, Congressional District 8 (113th - current)",High school diploma or GED,"188,000",43.3,42.0,44.7
"New York, Congressional District 8 (113th - current)",Associate's Degree,"30,000",7.0,6.3,7.6
"New York, Congressional District 8 (113th - current)",Bachelor's Degree,"104,000",23.9,22.9,25.0
"New York, Congressional District 8 (113th - current)",Graduate Degree,"63,000",14.5,13.7,15.2
"New York, Congressional District 9 (113th - current)",Not a high school graduate,"43,000",10.4,9.6,11.2
"New York, Congressional District 9 (113th - current)",High school diploma or GED,"163,000",39.7,38.4,41.0
"New York, Congressional District 9 (113th - current)",Associate's Degree,"28,000",6.8,6.1,7.5
"New York, Congressional District 9 (113th - current)",Bachelor's Degree,"104,000",25.3,24.1,26.4
"New York, Congressional District 9 (113th - current)",Graduate Degree,"73,000",17.9,16.9,18.8
"New York, Congressional District 10 (113th - current)",Not a high school graduate,"32,000",8.2,7.5,9.0
"New York, Congressional District 10 (113th - current)",High school diploma or GED,"87,000",22.1,20.9,23.3
"New York, Congressional District 10 (113th - current)",Associate's Degree,"13,000",3.4,2.9,3.9
"New York, Congressional District 10 (113th - current)",Bachelor's Degree,"143,000",36.1,34.6,37.6
"New York, Congressional District 10 (113th - current)",Graduate Degree,"119,000",30.1,28.7,31.6
"New York, Congressional District 11 (113th - current)",Not a high school graduate,"47,000",12.0,11.0,12.9
"New York, Congressional District 11 (113th - current)",High school diploma or GED,"160,000",40.9,39.4,42.4
"New York, Congressional District 11 (113th - current)",Associate's Degree,"28,000",7.3,6.6,8.0
"New York, Congressional District 11 (113th - current)",Bachelor's Degree,"97,000",25.0,23.8,26.2
"New York, Congressional District 11 (113th - current)",Graduate Degree,"58,000",14.9,14.0,15.7
"New York, Congressional District 12 (113th - current)",Not a high school graduate,"15,000",3.4,2.9,4.0
"New York, Congressional District 12 (113th - current)",High school diploma or GED,"63,000",14.2,13.0,15.4
"New York, Congressional District 12 (113th - current)",Associate's Degree,"16,000",3.5,2.9,4.1
"New York, Congressional District 12 (113th - current)",Bachelor's Degree,"195,000",43.8,42.2,45.3
"New York, Congressional District 12 (113th - current)",Graduate Degree,"157,000",35.1,33.6,36.5
"New York, Congressional District 13 (113th - current)",Not a high school graduate,"93,000",20.0,18.6,21.5
"New York, Congressional District 13 (113th - current)",High school diploma or GED,"184,000",39.6,37.8,41.4
"New York, Congressional District 13 (113th - current)",Associate's Degree,"27,000",5.8,5.1,6.5
"New York, Congressional District 13 (113th - current)",Bachelor's Degree,"97,000",20.9,19.8,22.1
"New York, Congressional District 13 (113th - current)",Graduate Degree,"63,000",13.6,12.6,14.5
"New York, Congressional District 14 (113th - current)",Not a high school graduate,"77,000",18.9,17.8,20.0
"New York, Congressional District 14 (113th - current)",High school diploma or GED,"173,000",42.3,40.9,43.7
"New York, Congressional District 14 (113th - current)",Associate's Degree,"37,000",9.1,8.2,10.0
"New York, Congressional District 14 (113th - current)",Bachelor's Degree,"80,000",19.6,18.6,20.6
"New York, Congressional District 14 (113th - current)",Graduate Degree,"42,000",10.2,9.4,10.9
"New York, Congressional District 15 (113th - current)",Not a high school graduate,"108,000",28.5,27.1,30.0
"New York, Congressional District 15 (113th - current)",High school diploma or GED,"181,000",47.7,45.9,49.6
"New York, Congressional District 15 (113th - current)",Associate's Degree,"33,000",8.8,7.9,9.7
