REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2019 ","PERCENT OF PERSONS
AGES 25-64
2019","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2019","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2019"
"New Jersey, Congressional District 8 (113th - current)",Not a high school graduate,"67,000",15.0,14.0,16.1
"New Jersey, Congressional District 8 (113th - current)",High school diploma or GED,"187,000",41.7,40.2,43.2
"New Jersey, Congressional District 8 (113th - current)",Associate's Degree,"20,000",4.5,3.9,5.0
"New Jersey, Congressional District 8 (113th - current)",Bachelor's Degree,"104,000",23.4,22.3,24.5
"New Jersey, Congressional District 8 (113th - current)",Graduate Degree,"69,000",15.4,14.5,16.3
"New Jersey, Congressional District 9 (113th - current)",Not a high school graduate,"45,000",10.8,9.8,11.8
"New Jersey, Congressional District 9 (113th - current)",High school diploma or GED,"186,000",44.9,43.4,46.4
"New Jersey, Congressional District 9 (113th - current)",Associate's Degree,"26,000",6.3,5.6,7.0
"New Jersey, Congressional District 9 (113th - current)",Bachelor's Degree,"103,000",24.7,23.4,26.0
"New Jersey, Congressional District 9 (113th - current)",Graduate Degree,"55,000",13.3,12.4,14.2
"New Jersey, Congressional District 10 (113th - current)",Not a high school graduate,"43,000",10.2,9.3,11.1
"New Jersey, Congressional District 10 (113th - current)",High school diploma or GED,"203,000",48.7,47.0,50.4
"New Jersey, Congressional District 10 (113th - current)",Associate's Degree,"27,000",6.4,5.6,7.1
"New Jersey, Congressional District 10 (113th - current)",Bachelor's Degree,"95,000",22.7,21.5,23.9
"New Jersey, Congressional District 10 (113th - current)",Graduate Degree,"50,000",12.0,11.2,12.9
"New Jersey, Congressional District 11 (113th - current)",Not a high school graduate,"13,000",3.5,2.9,4.1
"New Jersey, Congressional District 11 (113th - current)",High school diploma or GED,"110,000",29.0,27.5,30.5
"New Jersey, Congressional District 11 (113th - current)",Associate's Degree,"24,000",6.4,5.7,7.1
"New Jersey, Congressional District 11 (113th - current)",Bachelor's Degree,"141,000",37.3,36.0,38.6
"New Jersey, Congressional District 11 (113th - current)",Graduate Degree,"90,000",23.8,22.9,24.8
"New Jersey, Congressional District 12 (113th - current)",Not a high school graduate,"36,000",9.1,8.1,10.2
"New Jersey, Congressional District 12 (113th - current)",High school diploma or GED,"140,000",35.3,33.8,36.8
"New Jersey, Congressional District 12 (113th - current)",Associate's Degree,"22,000",5.7,5.0,6.3
"New Jersey, Congressional District 12 (113th - current)",Bachelor's Degree,"113,000",28.5,27.3,29.7
"New Jersey, Congressional District 12 (113th - current)",Graduate Degree,"84,000",21.3,20.2,22.5
"New Mexico, Congressional District 1 (113th - current)",Not a high school graduate,"40,000",11.1,10.1,12.2
"New Mexico, Congressional District 1 (113th - current)",High school diploma or GED,"166,000",45.7,43.8,47.6
"New Mexico, Congressional District 1 (113th - current)",Associate's Degree,"34,000",9.5,8.6,10.4
"New Mexico, Congressional District 1 (113th - current)",Bachelor's Degree,"69,000",19.1,17.9,20.3
"New Mexico, Congressional District 1 (113th - current)",Graduate Degree,"53,000",14.6,13.6,15.6
"New Mexico, Congressional District 2 (113th - current)",Not a high school graduate,"58,000",17.3,16.0,18.6
"New Mexico, Congressional District 2 (113th - current)",High school diploma or GED,"177,000",53.0,51.0,55.1
"New Mexico, Congressional District 2 (113th - current)",Associate's Degree,"34,000",10.1,9.1,11.2
"New Mexico, Congressional District 2 (113th - current)",Bachelor's Degree,"40,000",12.1,11.0,13.2
"New Mexico, Congressional District 2 (113th - current)",Graduate Degree,"25,000",7.4,6.7,8.2
"New Mexico, Congressional District 3 (113th - current)",Not a high school graduate,"41,000",11.6,10.7,12.6
"New Mexico, Congressional District 3 (113th - current)",High school diploma or GED,"185,000",52.7,51.1,54.4
"New Mexico, Congressional District 3 (113th - current)",Associate's Degree,"37,000",10.7,9.8,11.6
"New Mexico, Congressional District 3 (113th - current)",Bachelor's Degree,"53,000",15.1,14.1,16.1
"New Mexico, Congressional District 3 (113th - current)",Graduate Degree,"34,000",9.8,9.0,10.6
"New York, Congressional District 1 (113th - current)",Not a high school graduate,"30,000",8.0,7.0,8.9
"New York, Congressional District 1 (113th - current)",High school diploma or GED,"157,000",42.3,40.7,44.0
"New York, Congressional District 1 (113th - current)",Associate's Degree,"38,000",10.3,9.4,11.3
"New York, Congressional District 1 (113th - current)",Bachelor's Degree,"81,000",21.9,20.7,23.1
"New York, Congressional District 1 (113th - current)",Graduate Degree,"65,000",17.5,16.4,18.5
"New York, Congressional District 2 (113th - current)",Not a high school graduate,"33,000",8.9,8.0,9.8
"New York, Congressional District 2 (113th - current)",High school diploma or GED,"162,000",43.5,41.9,45.2
"New York, Congressional District 2 (113th - current)",Associate's Degree,"44,000",11.9,11.0,12.8
"New York, Congressional District 2 (113th - current)",Bachelor's Degree,"79,000",21.1,19.9,22.4
"New York, Congressional District 2 (113th - current)",Graduate Degree,"54,000",14.5,13.6,15.5
"New York, Congressional District 3 (113th - current)",Not a high school graduate,"19,000",5.2,4.5,5.9
"New York, Congressional District 3 (113th - current)",High school diploma or GED,"98,000",26.6,25.3,28.0
"New York, Congressional District 3 (113th - current)",Associate's Degree,"27,000",7.4,6.7,8.2
"New York, Congressional District 3 (113th - current)",Bachelor's Degree,"123,000",33.6,32.4,34.9
"New York, Congressional District 3 (113th - current)",Graduate Degree,"99,000",27.1,26.0,28.1
"New York, Congressional District 4 (113th - current)",Not a high school graduate,"36,000",9.3,8.4,10.3
"New York, Congressional District 4 (113th - current)",High school diploma or GED,"139,000",36.0,34.4,37.6
"New York, Congressional District 4 (113th - current)",Associate's Degree,"32,000",8.4,7.6,9.1
"New York, Congressional District 4 (113th - current)",Bachelor's Degree,"104,000",26.8,25.5,28.0
"New York, Congressional District 4 (113th - current)",Graduate Degree,"75,000",19.5,18.4,20.6
"New York, Congressional District 5 (113th - current)",Not a high school graduate,"58,000",14.3,13.3,15.3
"New York, Congressional District 5 (113th - current)",High school diploma or GED,"197,000",48.7,47.3,50.2
"New York, Congressional District 5 (113th - current)",Associate's Degree,"38,000",9.4,8.5,10.2
"New York, Congressional District 5 (113th - current)",Bachelor's Degree,"74,000",18.2,17.1,19.3
"New York, Congressional District 5 (113th - current)",Graduate Degree,"38,000",9.4,8.6,10.1
"New York, Congressional District 6 (113th - current)",Not a high school graduate,"48,000",12.0,11.0,13.0
"New York, Congressional District 6 (113th - current)",High school diploma or GED,"146,000",36.4,34.9,37.8
"New York, Congressional District 6 (113th - current)",Associate's Degree,"41,000",10.3,9.3,11.2
"New York, Congressional District 6 (113th - current)",Bachelor's Degree,"102,000",25.4,24.2,26.6
"New York, Congressional District 6 (113th - current)",Graduate Degree,"64,000",16.0,15.1,16.9
"New York, Congressional District 7 (113th - current)",Not a high school graduate,"75,000",18.6,17.5,19.7
"New York, Congressional District 7 (113th - current)",High school diploma or GED,"138,000",34.4,33.0,35.9
"New York, Congressional District 7 (113th - current)",Associate's Degree,"25,000",6.2,5.5,7.0
"New York, Congressional District 7 (113th - current)",Bachelor's Degree,"107,000",26.6,25.5,27.7
"New York, Congressional District 7 (113th - current)",Graduate Degree,"57,000",14.2,13.4,15.0
"New York, Congressional District 8 (113th - current)",Not a high school graduate,"48,000",11.2,10.3,12.0
"New York, Congressional District 8 (113th - current)",High school diploma or GED,"187,000",43.6,42.3,45.0
"New York, Congressional District 8 (113th - current)",Associate's Degree,"30,000",7.0,6.3,7.7
"New York, Congressional District 8 (113th - current)",Bachelor's Degree,"103,000",24.0,22.8,25.1
"New York, Congressional District 8 (113th - current)",Graduate Degree,"61,000",14.2,13.3,15.1
"New York, Congressional District 9 (113th - current)",Not a high school graduate,"41,000",10.4,9.5,11.2
"New York, Congressional District 9 (113th - current)",High school diploma or GED,"157,000",39.5,38.1,40.9
"New York, Congressional District 9 (113th - current)",Associate's Degree,"26,000",6.5,5.9,7.2
"New York, Congressional District 9 (113th - current)",Bachelor's Degree,"104,000",26.2,25.0,27.3
"New York, Congressional District 9 (113th - current)",Graduate Degree,"69,000",17.4,16.5,18.4
"New York, Congressional District 10 (113th - current)",Not a high school graduate,"37,000",9.1,8.3,9.8
"New York, Congressional District 10 (113th - current)",High school diploma or GED,"81,000",19.8,18.5,21.2
"New York, Congressional District 10 (113th - current)",Associate's Degree,"13,000",3.3,2.7,3.9
"New York, Congressional District 10 (113th - current)",Bachelor's Degree,"148,000",36.2,34.7,37.8
"New York, Congressional District 10 (113th - current)",Graduate Degree,"129,000",31.6,30.2,33.0
"New York, Congressional District 11 (113th - current)",Not a high school graduate,"41,000",10.6,9.7,11.5
"New York, Congressional District 11 (113th - current)",High school diploma or GED,"158,000",40.5,38.9,42.2
"New York, Congressional District 11 (113th - current)",Associate's Degree,"29,000",7.4,6.7,8.0
"New York, Congressional District 11 (113th - current)",Bachelor's Degree,"102,000",26.0,24.7,27.3
"New York, Congressional District 11 (113th - current)",Graduate Degree,"61,000",15.5,14.5,16.5
"New York, Congressional District 12 (113th - current)",Not a high school graduate,"19,000",4.1,3.5,4.7
"New York, Congressional District 12 (113th - current)",High school diploma or GED,"73,000",16.1,14.8,17.4
"New York, Congressional District 12 (113th - current)",Associate's Degree,"13,000",2.9,2.4,3.4
"New York, Congressional District 12 (113th - current)",Bachelor's Degree,"194,000",42.5,40.9,44.2
"New York, Congressional District 12 (113th - current)",Graduate Degree,"157,000",34.3,32.9,35.8
"New York, Congressional District 13 (113th - current)",Not a high school graduate,"83,000",19.1,17.7,20.5
"New York, Congressional District 13 (113th - current)",High school diploma or GED,"174,000",40.0,38.1,41.8
"New York, Congressional District 13 (113th - current)",Associate's Degree,"24,000",5.5,4.7,6.3
"New York, Congressional District 13 (113th - current)",Bachelor's Degree,"93,000",21.3,19.9,22.7
"New York, Congressional District 13 (113th - current)",Graduate Degree,"62,000",14.2,13.1,15.2
"New York, Congressional District 14 (113th - current)",Not a high school graduate,"69,000",17.4,16.3,18.6
"New York, Congressional District 14 (113th - current)",High school diploma or GED,"170,000",42.7,41.1,44.3
"New York, Congressional District 14 (113th - current)",Associate's Degree,"37,000",9.2,8.3,10.1
"New York, Congressional District 14 (113th - current)",Bachelor's Degree,"78,000",19.6,18.5,20.6
"New York, Congressional District 14 (113th - current)",Graduate Degree,"44,000",11.1,10.3,11.9
"New York, Congressional District 15 (113th - current)",Not a high school graduate,"102,000",26.5,25.1,28.0
"New York, Congressional District 15 (113th - current)",High school diploma or GED,"191,000",50.0,48.0,51.9
"New York, Congressional District 15 (113th - current)",Associate's Degree,"30,000",7.7,6.8,8.7
"New York, Congressional District 15 (113th - current)",Bachelor's Degree,"43,000",11.2,10.2,12.2
"New York, Congressional District 15 (113th - current)",Graduate Degree,"17,000",4.5,4.0,5.1
"New York, Congressional District 16 (113th - current)",Not a high school graduate,"43,000",11.3,10.2,12.4
"New York, Congressional District 16 (113th - current)",High school diploma or GED,"138,000",36.6,34.8,38.5
"New York, Congressional District 16 (113th - current)",Associate's Degree,"32,000",8.5,7.6,9.4
"New York, Congressional District 16 (113th - current)",Bachelor's Degree,"88,000",23.3,22.2,24.5
"New York, Congressional District 16 (113th - current)",Graduate Degree,"76,000",20.3,19.2,21.3
"New York, Congressional District 17 (113th - current)",Not a high school graduate,"34,000",9.0,8.0,10.0
"New York, Congressional District 17 (113th - current)",High school diploma or GED,"122,000",32.7,31.1,34.2
"New York, Congressional District 17 (113th - current)",Associate's Degree,"27,000",7.3,6.5,8.0
"New York, Congressional District 17 (113th - current)",Bachelor's Degree,"101,000",27.1,25.9,28.4
"New York, Congressional District 17 (113th - current)",Graduate Degree,"89,000",23.9,22.7,25.0
"New York, Congressional District 18 (113th - current)",Not a high school graduate,"27,000",7.2,6.4,7.9
"New York, Congressional District 18 (113th - current)",High school diploma or GED,"166,000",44.9,43.2,46.7
"New York, Congressional District 18 (113th - current)",Associate's Degree,"38,000",10.2,9.3,11.1
"New York, Congressional District 18 (113th - current)",Bachelor's Degree,"79,000",21.4,20.2,22.6
"New York, Congressional District 18 (113th - current)",Graduate Degree,"60,000",16.3,15.3,17.3
"New York, Congressional District 19 (113th - current)",Not a high school graduate,"29,000",8.0,7.2,8.8
"New York, Congressional District 19 (113th - current)",High school diploma or GED,"169,000",46.9,45.4,48.5
"New York, Congressional District 19 (113th - current)",Associate's Degree,"48,000",13.5,12.6,14.4
"New York, Congressional District 19 (113th - current)",Bachelor's Degree,"63,000",17.5,16.6,18.5
"New York, Congressional District 19 (113th - current)",Graduate Degree,"51,000",14.1,13.2,14.9
"New York, Congressional District 20 (113th - current)",Not a high school graduate,"26,000",7.0,6.2,7.8
"New York, Congressional District 20 (113th - current)",High school diploma or GED,"139,000",37.3,35.8,38.8
"New York, Congressional District 20 (113th - current)",Associate's Degree,"48,000",12.8,11.9,13.7
"New York, Congressional District 20 (113th - current)",Bachelor's Degree,"91,000",24.4,23.2,25.5
"New York, Congressional District 20 (113th - current)",Graduate Degree,"69,000",18.5,17.6,19.5
"New York, Congressional District 21 (113th - current)",Not a high school graduate,"35,000",9.8,9.1,10.6
"New York, Congressional District 21 (113th - current)",High school diploma or GED,"184,000",51.4,50.0,52.9
"New York, Congressional District 21 (113th - current)",Associate's Degree,"49,000",13.5,12.7,14.4
"New York, Congressional District 21 (113th - current)",Bachelor's Degree,"53,000",14.8,13.9,15.7
"New York, Congressional District 21 (113th - current)",Graduate Degree,"37,000",10.4,9.7,11.2
"New York, Congressional District 22 (113th - current)",Not a high school graduate,"34,000",10.0,9.1,10.8
"New York, Congressional District 22 (113th - current)",High school diploma or GED,"163,000",48.1,46.5,49.7
"New York, Congressional District 22 (113th - current)",Associate's Degree,"48,000",14.2,13.4,15.1
"New York, Congressional District 22 (113th - current)",Bachelor's Degree,"55,000",16.1,15.2,17.0
"New York, Congressional District 22 (113th - current)",Graduate Degree,"39,000",11.6,10.8,12.4
"New York, Congressional District 23 (113th - current)",Not a high school graduate,"30,000",9.1,8.4,9.7
"New York, Congressional District 23 (113th - current)",High school diploma or GED,"163,000",48.3,46.9,49.7
"New York, Congressional District 23 (113th - current)",Associate's Degree,"46,000",13.5,12.7,14.3
"New York, Congressional District 23 (113th - current)",Bachelor's Degree,"52,000",15.5,14.6,16.4
"New York, Congressional District 23 (113th - current)",Graduate Degree,"46,000",13.6,12.8,14.5
