REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2017 ","PERCENT OF PERSONS
AGES 25-64
2017","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2017","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2017"
"New Jersey, Congressional District 6 (113th - current)",Bachelor's Degree,"108,000",26.7,25.6,27.8
"New Jersey, Congressional District 6 (113th - current)",Graduate Degree,"74,000",18.2,17.4,19.1
"New Jersey, Congressional District 7 (113th - current)",Not a high school graduate,"17,000",4.3,3.7,4.9
"New Jersey, Congressional District 7 (113th - current)",High school diploma or GED,"131,000",32.5,31.2,33.8
"New Jersey, Congressional District 7 (113th - current)",Associate's Degree,"28,000",7.1,6.4,7.7
"New Jersey, Congressional District 7 (113th - current)",Bachelor's Degree,"126,000",31.3,30.3,32.4
"New Jersey, Congressional District 7 (113th - current)",Graduate Degree,"100,000",24.8,23.8,25.8
"New Jersey, Congressional District 8 (113th - current)",Not a high school graduate,"74,000",16.1,15.1,17.2
"New Jersey, Congressional District 8 (113th - current)",High school diploma or GED,"192,000",41.7,40.2,43.1
"New Jersey, Congressional District 8 (113th - current)",Associate's Degree,"22,000",4.8,4.2,5.4
"New Jersey, Congressional District 8 (113th - current)",Bachelor's Degree,"110,000",23.9,22.8,24.9
"New Jersey, Congressional District 8 (113th - current)",Graduate Degree,"62,000",13.5,12.8,14.3
"New Jersey, Congressional District 9 (113th - current)",Not a high school graduate,"52,000",12.5,11.5,13.4
"New Jersey, Congressional District 9 (113th - current)",High school diploma or GED,"192,000",45.8,44.3,47.3
"New Jersey, Congressional District 9 (113th - current)",Associate's Degree,"25,000",5.9,5.3,6.5
"New Jersey, Congressional District 9 (113th - current)",Bachelor's Degree,"100,000",23.9,22.7,25.0
"New Jersey, Congressional District 9 (113th - current)",Graduate Degree,"50,000",12.0,11.1,12.8
"New Jersey, Congressional District 10 (113th - current)",Not a high school graduate,"47,000",11.0,10.1,11.9
"New Jersey, Congressional District 10 (113th - current)",High school diploma or GED,"211,000",49.6,48.0,51.2
"New Jersey, Congressional District 10 (113th - current)",Associate's Degree,"30,000",7.0,6.3,7.7
"New Jersey, Congressional District 10 (113th - current)",Bachelor's Degree,"92,000",21.7,20.5,22.8
"New Jersey, Congressional District 10 (113th - current)",Graduate Degree,"46,000",10.7,10.0,11.5
"New Jersey, Congressional District 11 (113th - current)",Not a high school graduate,"14,000",3.6,3.0,4.1
"New Jersey, Congressional District 11 (113th - current)",High school diploma or GED,"119,000",30.8,29.5,32.1
"New Jersey, Congressional District 11 (113th - current)",Associate's Degree,"25,000",6.4,5.8,7.1
"New Jersey, Congressional District 11 (113th - current)",Bachelor's Degree,"135,000",34.7,33.6,35.9
"New Jersey, Congressional District 11 (113th - current)",Graduate Degree,"95,000",24.4,23.5,25.4
"New Jersey, Congressional District 12 (113th - current)",Not a high school graduate,"31,000",7.7,7.0,8.5
"New Jersey, Congressional District 12 (113th - current)",High school diploma or GED,"154,000",38.4,36.8,40.0
"New Jersey, Congressional District 12 (113th - current)",Associate's Degree,"26,000",6.5,5.8,7.2
"New Jersey, Congressional District 12 (113th - current)",Bachelor's Degree,"107,000",26.6,25.4,27.7
"New Jersey, Congressional District 12 (113th - current)",Graduate Degree,"83,000",20.8,19.7,21.8
"New Mexico, Congressional District 1 (113th - current)",Not a high school graduate,"39,000",10.5,9.4,11.5
"New Mexico, Congressional District 1 (113th - current)",High school diploma or GED,"178,000",47.9,46.0,49.8
"New Mexico, Congressional District 1 (113th - current)",Associate's Degree,"32,000",8.6,7.8,9.5
"New Mexico, Congressional District 1 (113th - current)",Bachelor's Degree,"68,000",18.4,17.3,19.5
"New Mexico, Congressional District 1 (113th - current)",Graduate Degree,"54,000",14.6,13.7,15.5
"New Mexico, Congressional District 2 (113th - current)",Not a high school graduate,"54,000",16.5,15.4,17.7
"New Mexico, Congressional District 2 (113th - current)",High school diploma or GED,"181,000",55.4,53.6,57.3
"New Mexico, Congressional District 2 (113th - current)",Associate's Degree,"32,000",9.8,8.9,10.7
"New Mexico, Congressional District 2 (113th - current)",Bachelor's Degree,"39,000",11.8,10.9,12.8
"New Mexico, Congressional District 2 (113th - current)",Graduate Degree,"21,000",6.4,5.6,7.1
"New Mexico, Congressional District 3 (113th - current)",Not a high school graduate,"44,000",12.7,11.7,13.7
"New Mexico, Congressional District 3 (113th - current)",High school diploma or GED,"180,000",52.4,50.8,54.1
"New Mexico, Congressional District 3 (113th - current)",Associate's Degree,"32,000",9.3,8.5,10.0
"New Mexico, Congressional District 3 (113th - current)",Bachelor's Degree,"53,000",15.4,14.4,16.4
"New Mexico, Congressional District 3 (113th - current)",Graduate Degree,"35,000",10.2,9.5,11.0
"New York, Congressional District 1 (113th - current)",Not a high school graduate,"30,000",7.9,7.0,8.8
"New York, Congressional District 1 (113th - current)",High school diploma or GED,"162,000",42.9,41.2,44.6
"New York, Congressional District 1 (113th - current)",Associate's Degree,"41,000",11.0,10.1,11.9
"New York, Congressional District 1 (113th - current)",Bachelor's Degree,"84,000",22.3,21.2,23.4
"New York, Congressional District 1 (113th - current)",Graduate Degree,"60,000",15.9,14.9,16.9
"New York, Congressional District 2 (113th - current)",Not a high school graduate,"43,000",11.1,10.2,12.1
"New York, Congressional District 2 (113th - current)",High school diploma or GED,"169,000",43.4,41.9,44.8
"New York, Congressional District 2 (113th - current)",Associate's Degree,"42,000",10.7,9.9,11.5
"New York, Congressional District 2 (113th - current)",Bachelor's Degree,"80,000",20.6,19.6,21.6
"New York, Congressional District 2 (113th - current)",Graduate Degree,"55,000",14.2,13.4,15.0
"New York, Congressional District 3 (113th - current)",Not a high school graduate,"20,000",5.4,4.7,6.0
"New York, Congressional District 3 (113th - current)",High school diploma or GED,"109,000",29.5,28.1,30.8
"New York, Congressional District 3 (113th - current)",Associate's Degree,"29,000",7.8,7.0,8.5
"New York, Congressional District 3 (113th - current)",Bachelor's Degree,"118,000",31.8,30.7,33.0
"New York, Congressional District 3 (113th - current)",Graduate Degree,"95,000",25.6,24.6,26.6
"New York, Congressional District 4 (113th - current)",Not a high school graduate,"36,000",9.5,8.7,10.4
"New York, Congressional District 4 (113th - current)",High school diploma or GED,"139,000",36.4,34.9,38.0
"New York, Congressional District 4 (113th - current)",Associate's Degree,"35,000",9.2,8.4,10.0
"New York, Congressional District 4 (113th - current)",Bachelor's Degree,"98,000",25.6,24.5,26.7
"New York, Congressional District 4 (113th - current)",Graduate Degree,"74,000",19.3,18.3,20.2
"New York, Congressional District 5 (113th - current)",Not a high school graduate,"67,000",15.3,14.3,16.2
"New York, Congressional District 5 (113th - current)",High school diploma or GED,"214,000",49.1,47.6,50.6
"New York, Congressional District 5 (113th - current)",Associate's Degree,"35,000",8.1,7.5,8.7
"New York, Congressional District 5 (113th - current)",Bachelor's Degree,"84,000",19.2,18.3,20.1
"New York, Congressional District 5 (113th - current)",Graduate Degree,"36,000",8.3,7.6,9.0
"New York, Congressional District 6 (113th - current)",Not a high school graduate,"60,000",13.8,12.9,14.8
"New York, Congressional District 6 (113th - current)",High school diploma or GED,"171,000",39.7,38.3,41.1
"New York, Congressional District 6 (113th - current)",Associate's Degree,"41,000",9.5,8.7,10.3
"New York, Congressional District 6 (113th - current)",Bachelor's Degree,"98,000",22.7,21.7,23.8
"New York, Congressional District 6 (113th - current)",Graduate Degree,"61,000",14.2,13.4,15.1
"New York, Congressional District 7 (113th - current)",Not a high school graduate,"101,000",23.3,22.0,24.6
"New York, Congressional District 7 (113th - current)",High school diploma or GED,"153,000",35.2,33.9,36.5
"New York, Congressional District 7 (113th - current)",Associate's Degree,"21,000",5.0,4.4,5.5
"New York, Congressional District 7 (113th - current)",Bachelor's Degree,"103,000",23.8,22.7,24.9
"New York, Congressional District 7 (113th - current)",Graduate Degree,"55,000",12.8,12.0,13.5
"New York, Congressional District 8 (113th - current)",Not a high school graduate,"52,000",11.9,11.0,12.7
"New York, Congressional District 8 (113th - current)",High school diploma or GED,"196,000",44.8,43.4,46.2
"New York, Congressional District 8 (113th - current)",Associate's Degree,"36,000",8.2,7.5,8.9
"New York, Congressional District 8 (113th - current)",Bachelor's Degree,"95,000",21.8,20.8,22.8
"New York, Congressional District 8 (113th - current)",Graduate Degree,"58,000",13.4,12.6,14.2
"New York, Congressional District 9 (113th - current)",Not a high school graduate,"40,000",9.5,8.7,10.3
"New York, Congressional District 9 (113th - current)",High school diploma or GED,"171,000",41.4,39.9,42.8
"New York, Congressional District 9 (113th - current)",Associate's Degree,"30,000",7.2,6.5,7.8
"New York, Congressional District 9 (113th - current)",Bachelor's Degree,"101,000",24.4,23.3,25.5
"New York, Congressional District 9 (113th - current)",Graduate Degree,"73,000",17.5,16.6,18.5
"New York, Congressional District 10 (113th - current)",Not a high school graduate,"40,000",9.6,8.8,10.4
"New York, Congressional District 10 (113th - current)",High school diploma or GED,"89,000",21.6,20.4,22.9
"New York, Congressional District 10 (113th - current)",Associate's Degree,"18,000",4.3,3.7,4.9
"New York, Congressional District 10 (113th - current)",Bachelor's Degree,"136,000",32.9,31.3,34.5
"New York, Congressional District 10 (113th - current)",Graduate Degree,"131,000",31.6,30.1,33.1
"New York, Congressional District 11 (113th - current)",Not a high school graduate,"45,000",11.2,10.3,12.1
"New York, Congressional District 11 (113th - current)",High school diploma or GED,"168,000",41.5,40.0,43.0
"New York, Congressional District 11 (113th - current)",Associate's Degree,"33,000",8.2,7.4,8.9
"New York, Congressional District 11 (113th - current)",Bachelor's Degree,"95,000",23.5,22.4,24.6
"New York, Congressional District 11 (113th - current)",Graduate Degree,"63,000",15.6,14.6,16.7
"New York, Congressional District 12 (113th - current)",Not a high school graduate,"18,000",4.1,3.5,4.6
"New York, Congressional District 12 (113th - current)",High school diploma or GED,"64,000",14.2,13.0,15.3
"New York, Congressional District 12 (113th - current)",Associate's Degree,"17,000",3.7,3.1,4.4
"New York, Congressional District 12 (113th - current)",Bachelor's Degree,"199,000",43.7,42.2,45.2
"New York, Congressional District 12 (113th - current)",Graduate Degree,"157,000",34.4,33.1,35.8
"New York, Congressional District 13 (113th - current)",Not a high school graduate,"101,000",21.8,20.4,23.2
"New York, Congressional District 13 (113th - current)",High school diploma or GED,"171,000",36.8,35.2,38.5
"New York, Congressional District 13 (113th - current)",Associate's Degree,"31,000",6.7,6.0,7.5
"New York, Congressional District 13 (113th - current)",Bachelor's Degree,"95,000",20.5,19.2,21.8
"New York, Congressional District 13 (113th - current)",Graduate Degree,"65,000",14.1,13.2,15.0
"New York, Congressional District 14 (113th - current)",Not a high school graduate,"74,000",18.2,17.1,19.4
"New York, Congressional District 14 (113th - current)",High school diploma or GED,"182,000",44.8,43.1,46.4
"New York, Congressional District 14 (113th - current)",Associate's Degree,"33,000",8.2,7.4,9.0
"New York, Congressional District 14 (113th - current)",Bachelor's Degree,"75,000",18.4,17.3,19.4
"New York, Congressional District 14 (113th - current)",Graduate Degree,"42,000",10.4,9.7,11.2
"New York, Congressional District 15 (113th - current)",Not a high school graduate,"128,000",31.7,30.2,33.3
"New York, Congressional District 15 (113th - current)",High school diploma or GED,"189,000",46.9,45.3,48.5
"New York, Congressional District 15 (113th - current)",Associate's Degree,"28,000",6.9,6.1,7.7
"New York, Congressional District 15 (113th - current)",Bachelor's Degree,"44,000",10.9,10.0,11.8
"New York, Congressional District 15 (113th - current)",Graduate Degree,"14,000",3.6,3.0,4.1
"New York, Congressional District 16 (113th - current)",Not a high school graduate,"50,000",12.8,11.8,13.8
"New York, Congressional District 16 (113th - current)",High school diploma or GED,"139,000",35.9,34.2,37.5
"New York, Congressional District 16 (113th - current)",Associate's Degree,"35,000",8.9,7.9,9.9
"New York, Congressional District 16 (113th - current)",Bachelor's Degree,"88,000",22.6,21.4,23.8
"New York, Congressional District 16 (113th - current)",Graduate Degree,"77,000",19.8,18.8,20.8
"New York, Congressional District 17 (113th - current)",Not a high school graduate,"40,000",10.8,9.9,11.8
"New York, Congressional District 17 (113th - current)",High school diploma or GED,"129,000",34.5,33.1,36.0
"New York, Congressional District 17 (113th - current)",Associate's Degree,"28,000",7.4,6.7,8.1
"New York, Congressional District 17 (113th - current)",Bachelor's Degree,"96,000",25.6,24.6,26.7
"New York, Congressional District 17 (113th - current)",Graduate Degree,"81,000",21.6,20.5,22.6
"New York, Congressional District 18 (113th - current)",Not a high school graduate,"29,000",7.5,6.8,8.3
"New York, Congressional District 18 (113th - current)",High school diploma or GED,"166,000",43.7,42.2,45.3
"New York, Congressional District 18 (113th - current)",Associate's Degree,"41,000",10.7,9.9,11.6
"New York, Congressional District 18 (113th - current)",Bachelor's Degree,"83,000",21.9,20.8,22.9
"New York, Congressional District 18 (113th - current)",Graduate Degree,"61,000",16.2,15.2,17.1
"New York, Congressional District 19 (113th - current)",Not a high school graduate,"33,000",9.0,8.1,9.8
"New York, Congressional District 19 (113th - current)",High school diploma or GED,"178,000",48.7,47.2,50.2
"New York, Congressional District 19 (113th - current)",Associate's Degree,"46,000",12.7,11.8,13.5
"New York, Congressional District 19 (113th - current)",Bachelor's Degree,"62,000",17.0,16.0,18.0
"New York, Congressional District 19 (113th - current)",Graduate Degree,"46,000",12.7,11.9,13.5
"New York, Congressional District 20 (113th - current)",Not a high school graduate,"25,000",6.6,5.9,7.3
"New York, Congressional District 20 (113th - current)",High school diploma or GED,"146,000",38.7,37.2,40.2
"New York, Congressional District 20 (113th - current)",Associate's Degree,"53,000",14.1,13.2,15.1
"New York, Congressional District 20 (113th - current)",Bachelor's Degree,"85,000",22.6,21.6,23.6
"New York, Congressional District 20 (113th - current)",Graduate Degree,"67,000",17.9,17.0,18.9
"New York, Congressional District 21 (113th - current)",Not a high school graduate,"36,000",9.7,9.0,10.5
"New York, Congressional District 21 (113th - current)",High school diploma or GED,"198,000",53.8,52.3,55.3
"New York, Congressional District 21 (113th - current)",Associate's Degree,"44,000",12.0,11.2,12.8
"New York, Congressional District 21 (113th - current)",Bachelor's Degree,"52,000",14.2,13.4,15.0
"New York, Congressional District 21 (113th - current)",Graduate Degree,"38,000",10.3,9.5,11.0
"New York, Congressional District 22 (113th - current)",Not a high school graduate,"34,000",9.7,8.9,10.5
"New York, Congressional District 22 (113th - current)",High school diploma or GED,"175,000",50.4,48.9,51.8
